门派,心法,奇穴位置,奇穴名,奇穴描述,技能ID,纵向位置,奇穴类型,奇穴颜色
万花,离经易道,4,踏冰,“提针”能够为友方目标卸除阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果各一个。,5791,2,2,0
万花,离经易道,4,星蕴,“星楼月影”进入调息时间后，受到击倒控制将解除该次控制，并回复20点墨意。该效果最多45秒触发一次，在沉默、缴械状态下无法触发。,37439,3,2,0
万花,离经易道,4,星移,“星楼月影”调息时间降低2秒，免疫击退和被拉，持续时间增加1秒。,29735,4,2,0
万花,离经易道,5,清神,每次施展“长针”，将减少“水月无间”1秒调息时间。,28506,1,2,0
万花,离经易道,5,流溢,战斗状态下自身气血值每降低25%，基础疗伤成效提高14%，受到伤害降低14%。,16853,2,2,0
万花,离经易道,5,沁莲,“春泥护花”调息时间降低8秒，给友方目标施展“春泥护花”自身也将获得“春泥护花”效果，但自身获得的“春泥护花”效果不受秘籍、奇穴加成。,23944,3,2,0
万花,离经易道,5,覆局,施展“商阳指”额外恢复10点墨意，造成的伤害将受到自身基础治疗量的加成，并使目标造成的伤害降低10%，持续6秒。,32378,4,2,0
万花,离经易道,6,秋肃,受到自身治疗的队友可获得“秋肃”效果，每层使其无双提高126点，自身每215点基础根骨可叠加1层，最多100层，持续60秒。,31208,1,2,0
万花,离经易道,6,青律,“长针”的运功时间减少0.375秒且治疗成效提高10%。战斗中施展时使目标附带1层春泥护花效果，对于同一目标每2秒触发一次该效果。若目标拥有35%及以上的其他减伤效果则不生效。,5782,2,2,0
万花,离经易道,6,清风垂露,"为友方目标卸除阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果、持续伤害不利效果各一个。“离经易道”心法下返还5秒调息时间。<TALENT 3789 1 施展后,为目标额外卸除一个持续伤害的不利效果>",133,3,2,0
万花,离经易道,6,局针,取3根银针藏于指间，10秒内当被攻击时消耗1根银针反击，使攻击者受到伤害，最多0.5秒触发一次，当消耗所有银针时使对方基础攻击力降低100%，持续5秒。,34329,4,2,0
万花,离经易道,7,落子无悔,在自身范围引爆所有棋子，造成一次治疗效果。每引爆一个棋子，对15尺范围内团队成员添加一秒的“落子无悔”持续治疗效果，最多添加3秒。若场上黑子多于白子，将使受到治疗的成员额外受到“落墨”效果，使受到的伤害降低20%，持续7秒，不可与其他减伤效果叠加。若白子多于黑子，则将使受到治疗的成员受到“皎素”效果，提高5%的会心效果，持续10秒。,32381,1,2,0
万花,离经易道,7,折叶笼花,守护友方玩家目标生命，为目标添加14秒的“笼花”效果，期间目标受到伤害降低45%（不可叠加），可通过牺牲“笼花”效果来使目标免于重伤，触发后该效果消失，使目标3秒内抵御伤害并回复目标100%气血最大值。,14963,2,2,0
万花,离经易道,7,大针,消耗自身当前15%气血值，随后使得目标当前和最大基础气血值同时提高70%，若施展时目标气血值高于70%，则同时提高150%，每秒回复最大气血值的5%，持续6秒。,24911,3,2,0
万花,离经易道,7,天工甲士,持续运功5秒组装天工甲士，随后激活二段招式“天工”操纵天工甲士，每次操纵时间最多持续30秒。天工甲士无法受到治疗，其气血值耗尽时会损坏并使操纵者脱离。当场上存在自身损坏的天工甲士时，“天工甲士”无需运功并使其自我修复5秒。若主动离开天工甲士则记录离开时天工甲士的气血值，25秒后可以再次使用“天工”并继承离开时天工甲士的气血值。,28465,4,2,0
万花,离经易道,8,书离,“提针”施展后必定为目标添加一层“毫针”效果，且“毫针”效果还将额外使目标外功防御等级提高22000点。,14662,1,3,0
万花,离经易道,8,积势,引爆棋子的治疗目标额外增加2个。,38601,2,3,0
万花,离经易道,8,清疏,每次施展疗伤招式，自身获得1层“清疏”效果，积累到5层时，则为自身20尺范围内小队成员回复<SUB 6112 0>气血值。若疗伤招式会心，则额外获得1层“清疏”效果。,5797,3,3,0
万花,离经易道,8,生息,“握针”施展距离提高4尺，主动施展“握针”使效果期间目标化劲等级提高5%。,5783,4,3,0
万花,离经易道,8,砚悬,“彼针”运功时间降低0.5秒，施展后获得40墨意，命中带有自身“握针”的目标时必定会心。,40284,5,3,0
万花,离经易道,8,沃土,施展“春泥护花”后自身获得持续10秒的“沃土”气劲，免疫<NounID 15>、打断运功、缴械和无法运功效果的影响。,9145,6,3,0
万花,离经易道,8,秋毫,“清心静气”对自身效果提升至10%最大气血值。调息时间增加至30秒，施展后为友方目标添加7层“毫针”效果。,17565,7,3,0
万花,离经易道,8,惊寐,“春泥护花”不受被击消耗和卸除影响，持续15秒。,37236,8,3,0
万花,离经易道,8,归园,受到控制时可以对8尺内敌对目标施展，唤出“阿甘叁型”，将敌方目标关入“阿甘叁型”体内，期间“阿甘叁型”不可移动，持续4秒，对自身造成一次治疗效果。,34102,9,3,0
万花,离经易道,8,同命,“听风吹雪”调息时间降低10秒，施展后将自身和团队目标连接10秒，双方被疗成效提高20%，10秒内可激活二段招式“听风吹雪·同命”，对自己施展可以让连接对象为自己承担伤害，对连接对象施展可以使自身为连接对象承担伤害，承伤效果持续5秒。,42571,10,3,0
万花,离经易道,8,厥阴指,若目标正在运功则进行打断并造成<SUB 144 0>混元性内功伤害，并使其<BUFF 585 1 desc>，持续<BUFF 585 1 time>，使自身招式伤害提高15%，持续8秒。“离经易道”心法下返还10秒调息时间。,183,11,3,0
万花,离经易道,8,清露,“利针”无调息时间，额外卸除敌方目标阴性、混元性、阳性、毒性气劲各一个，友方目标阴性、混元性、阳性、毒性、点穴不利效果各一个。,19262,12,3,0
万花,离经易道,9,书离,“提针”施展后必定为目标添加一层“毫针”效果，且“毫针”效果还将额外使目标外功防御等级提高22000点。,14662,1,3,0
万花,离经易道,9,积势,引爆棋子的治疗目标额外增加2个。,38601,2,3,0
万花,离经易道,9,清疏,每次施展疗伤招式，自身获得1层“清疏”效果，积累到5层时，则为自身20尺范围内小队成员回复<SUB 6112 0>气血值。若疗伤招式会心，则额外获得1层“清疏”效果。,5797,3,3,0
万花,离经易道,9,生息,“握针”施展距离提高4尺，主动施展“握针”使效果期间目标化劲等级提高5%。,5783,4,3,0
万花,离经易道,9,砚悬,“彼针”运功时间降低0.5秒，施展后获得40墨意，命中带有自身“握针”的目标时必定会心。,40284,5,3,0
万花,离经易道,9,沃土,施展“春泥护花”后自身获得持续10秒的“沃土”气劲，免疫<NounID 15>、打断运功、缴械和无法运功效果的影响。,9145,6,3,0
万花,离经易道,9,秋毫,“清心静气”对自身效果提升至10%最大气血值。调息时间增加至30秒，施展后为友方目标添加7层“毫针”效果。,17565,7,3,0
万花,离经易道,9,惊寐,“春泥护花”不受被击消耗和卸除影响，持续15秒。,37236,8,3,0
万花,离经易道,9,归园,受到控制时可以对8尺内敌对目标施展，唤出“阿甘叁型”，将敌方目标关入“阿甘叁型”体内，期间“阿甘叁型”不可移动，持续4秒，对自身造成一次治疗效果。,34102,9,3,0
万花,离经易道,9,同命,“听风吹雪”调息时间降低10秒，施展后将自身和团队目标连接10秒，双方被疗成效提高20%，10秒内可激活二段招式“听风吹雪·同命”，对自己施展可以让连接对象为自己承担伤害，对连接对象施展可以使自身为连接对象承担伤害，承伤效果持续5秒。,42571,10,3,0
万花,离经易道,9,厥阴指,若目标正在运功则进行打断并造成<SUB 144 0>混元性内功伤害，并使其<BUFF 585 1 desc>，持续<BUFF 585 1 time>，使自身招式伤害提高15%，持续8秒。“离经易道”心法下返还10秒调息时间。,183,11,3,0
万花,离经易道,9,清露,“利针”无调息时间，额外卸除敌方目标阴性、混元性、阳性、毒性气劲各一个，友方目标阴性、混元性、阳性、毒性、点穴不利效果各一个。,19262,12,3,0
万花,离经易道,10,书离,“提针”施展后必定为目标添加一层“毫针”效果，且“毫针”效果还将额外使目标外功防御等级提高22000点。,14662,1,3,0
万花,离经易道,10,积势,引爆棋子的治疗目标额外增加2个。,38601,2,3,0
万花,离经易道,10,清疏,每次施展疗伤招式，自身获得1层“清疏”效果，积累到5层时，则为自身20尺范围内小队成员回复<SUB 6112 0>气血值。若疗伤招式会心，则额外获得1层“清疏”效果。,5797,3,3,0
万花,离经易道,10,生息,“握针”施展距离提高4尺，主动施展“握针”使效果期间目标化劲等级提高5%。,5783,4,3,0
万花,离经易道,10,砚悬,“彼针”运功时间降低0.5秒，施展后获得40墨意，命中带有自身“握针”的目标时必定会心。,40284,5,3,0
万花,离经易道,10,沃土,施展“春泥护花”后自身获得持续10秒的“沃土”气劲，免疫<NounID 15>、打断运功、缴械和无法运功效果的影响。,9145,6,3,0
万花,离经易道,10,秋毫,“清心静气”对自身效果提升至10%最大气血值。调息时间增加至30秒，施展后为友方目标添加7层“毫针”效果。,17565,7,3,0
万花,离经易道,10,惊寐,“春泥护花”不受被击消耗和卸除影响，持续15秒。,37236,8,3,0
万花,离经易道,10,归园,受到控制时可以对8尺内敌对目标施展，唤出“阿甘叁型”，将敌方目标关入“阿甘叁型”体内，期间“阿甘叁型”不可移动，持续4秒，对自身造成一次治疗效果。,34102,9,3,0
万花,离经易道,10,同命,“听风吹雪”调息时间降低10秒，施展后将自身和团队目标连接10秒，双方被疗成效提高20%，10秒内可激活二段招式“听风吹雪·同命”，对自己施展可以让连接对象为自己承担伤害，对连接对象施展可以使自身为连接对象承担伤害，承伤效果持续5秒。,42571,10,3,0
万花,离经易道,10,厥阴指,若目标正在运功则进行打断并造成<SUB 144 0>混元性内功伤害，并使其<BUFF 585 1 desc>，持续<BUFF 585 1 time>，使自身招式伤害提高15%，持续8秒。“离经易道”心法下返还10秒调息时间。,183,11,3,0
万花,离经易道,10,清露,“利针”无调息时间，额外卸除敌方目标阴性、混元性、阳性、毒性气劲各一个，友方目标阴性、混元性、阳性、毒性、点穴不利效果各一个。,19262,12,3,0
万花,花间游,1,踏莲,“芙蓉并蒂”调息时间降低10秒，定身效果持续时间延长1秒，控制效果持续期间目标受到伤害提高10%。,14635,1,1,1
万花,花间游,1,飞白,“玉石俱焚”不再吞噬持续伤害，而是使其剩余伤害提升120%。目标12秒内被自身附带持续伤害的招式命中时，其附带的持续伤害也会提高120%。,30596,2,1,2
万花,花间游,1,丹鼎,“快雪时晴”不会被打退打断，期间免疫控制和封内效果(击退和被拉除外)，调息时间变为20秒充能2层且受加速影响，伤害提高80%且额外附带2跳伤害。,24912,3,1,3
万花,花间游,1,水佩,“青荷”效果期间自身招式伤害提高15%，且会强化下一个点穴截脉套路下所有招式，使其都可附带“兰摧玉折”“钟林毓秀”持续伤害效果。,42155,4,1,4
万花,花间游,2,晴昼,“乱洒青荷”变为2层充能技能。,42168,1,2,0
万花,花间游,2,折花,“阳明指”命中后吞噬目标身上剩余时间最长的持续伤害效果。自身持续伤害被吞噬后，使下一个对应持续伤害招式附带混元伤害。,21744,2,2,0
万花,花间游,2,针砭,“乱洒青荷”强化的招式命中时，使目标1.5秒后无法运功，持续3秒。,40077,3,2,0
万花,花间游,2,少阳指,施展“商阳指”使目标移动速度降低60%，持续4秒。,18271,4,2,0
万花,花间游,3,故幽,“芙蓉并蒂”及其附带的刷新持续伤害会心几率提高15%，会心效果提高15%。,26669,1,2,0
万花,花间游,3,放歌,每次恢复墨意值时，额外恢复2点。,32484,2,2,0
万花,花间游,3,雪中行,“快雪时晴”2.81秒内对目标造成5次伤害。,32477,3,2,0
万花,花间游,3,风烟翠,“商阳指”“钟林毓秀”命中时可将该效果添加给目标半径8尺内的最多5个目标。“玉石俱焚”可以吞噬目标半径8尺内额外5个目标身上属于自身的持续伤害并根据吞噬的持续伤害数量造成<SUB 42156 0>额外伤害。,5774,4,2,0
万花,花间游,4,游斤,“芙蓉并蒂”命中敌对侠士后，在其身上放置一个天工铁颅，持续5秒。期间目标无法施展轻功，被自身“玉石俱焚”命中触发吞噬时，铁颅会产生一次共鸣爆破，对目标及其附近6尺最多5名敌对目标造成<SUB 36018 1>混元伤害。,36017,1,2,0
万花,花间游,4,随墨,战斗中累计受到20%最大气血值的伤害时获得“随墨”效果，使下一个“阳明指”命中目标时，短暂延迟后附带“兰摧玉折”“钟林毓秀”“商阳指”中缺少的一个，随后重新记录伤害。,32638,2,2,0
万花,花间游,4,青歌,“快雪时晴”会心提高20%，会心效果提高20%。自身“玉石俱焚”命中后，15秒内自身基础攻击力提高15%，下一次“快雪时晴”可在移动中施展。,5762,3,2,0
万花,花间游,4,生风,“钟林毓秀”“兰摧玉折”可以在移动中施展，运功时间降低0.5秒，命中后减少0.5秒基础调息时间。,23945,4,2,0
万花,花间游,5,守拙,受到控制时可以对8尺内敌对目标施展，唤出“阿甘贰型”，将敌方目标关入“阿甘贰型”体内。期间“阿甘贰型”不可移动，持续4秒。,28464,1,2,0
万花,花间游,5,流离,每次消耗墨意，使下一次“玉石俱焚”命中后恢复20墨意并附带“兰摧玉折”持续伤害效果。每吞噬一个持续伤害效果，调息时间降低1.25秒。,6682,2,2,0
万花,花间游,5,沁逸,“乱洒青荷”施展后使下一次“快雪时晴”最终伤害提高40%。,40075,3,2,0
万花,花间游,5,兰舟,混元性持续伤害提高5%，持续伤害效果被卸除后，每个持续伤害使目标1.5秒内无法受到治疗效果，最多叠加4.5秒。,6686,4,2,0
万花,花间游,6,列宿,战斗中受击使自身获得一层“春泥护花”。该效果每3秒可触发一次。,5759,1,2,0
万花,花间游,6,雪弃,“快雪时晴”伤害提高10%，且每额外命中一个目标，伤害提高50%。,38850,2,2,0
万花,花间游,6,春脉,“玉石俱焚”每吞噬目标身上一个自身的持续伤害效果，则卸除目标混元、阳性、阴性、毒性有益气劲各一个。,18259,3,2,0
万花,花间游,6,风裳,“青荷”的强化招式命中时重置“芙蓉并蒂”调息时间。,42164,4,2,0
万花,花间游,7,钟灵,施展“玉石俱焚”触发吞噬时下一“兰摧玉折”或“钟林毓秀”无需运功且消耗20墨意，自身18秒内基础攻击提高20%，无双等级提高20%，招式无视敌方65%内功防御等级。,26692,1,2,0
万花,花间游,7,天工甲士,持续运功5秒组装天工甲士，随后激活二段招式“天工”操纵天工甲士，每次操纵时间最多持续30秒。天工甲士无法受到治疗，其气血值耗尽时会损坏并使操纵者脱离。当场上存在自身损坏的天工甲士时，“天工甲士”无需运功并使其自我修复5秒。若主动离开天工甲士则记录离开时天工甲士的气血值，25秒后可以再次使用“天工”并继承离开时天工甲士的气血值。,28465,2,2,0
万花,花间游,7,洛川神韵,挥洒墨笔，对目标侠士造成<SUB 24920 0>混元内功伤害，并溅射其周围10尺内的一位敌方侠士造成<SUB 24920 0>混元内功伤害，使其被墨迹相连，持续10秒。墨迹相连期间，两者也会同样受到对方受到的伤害的20%。若两者相距超过12尺则墨迹炸裂，造成<SUB 24923 0>混元内功伤害并且无法施展招式，持续4秒。,24919,3,2,0
万花,花间游,7,南风吐月,可对团队友方目标施展，清除其所有移动限制和阴性、混元性、阳性、毒性、持续和点穴的不利效果且不会受到攻击但效果期间无法移动，持续8秒。,14965,4,2,0
万花,花间游,8,清风垂露,"为友方目标卸除阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果、持续伤害不利效果各一个。“离经易道”心法下返还5秒调息时间。<TALENT 3789 1 施展后,为目标额外卸除一个持续伤害的不利效果>",133,1,3,0
万花,花间游,8,厥阴指,若目标正在运功则进行打断并造成<SUB 144 0>混元性内功伤害，并使其<BUFF 585 1 desc>，持续<BUFF 585 1 time>，使自身招式伤害提高15%，持续8秒。“离经易道”心法下返还10秒调息时间。,183,2,3,0
万花,花间游,8,如馥,自身拥有的“春泥护花”最后一层被击破时，根据击破者运转的心法内功类型，使自身受到该类型的伤害额外降低15%，自身混元内功伤害提升7%，持续10秒。,34573,3,3,0
万花,花间游,8,墨海临源,战斗中每施展5次“阳明指”“玉石俱焚”“快雪时晴”可激活1层施展次数，最多可累计3层。施展后恢复20墨意，对目标造成<NounID 13>混元伤害，该伤害对非侠士目标提高150%，并附带一段破招伤害。,37267,4,3,0
万花,花间游,8,空山,“听风吹雪”可以对敌方侠士施展，运功1秒，将自身与敌方侠士当前气血值百分比互换，互换后目标气血值不会低于50%，调息时间1分钟。,24914,5,3,0
万花,花间游,8,连劫,甩出4颗棋子将目标围困，造成6秒“提子”效果，期间目标造成的伤害及治疗效果降低80%。“玉石俱焚”命中时可以降低“连劫”5秒调息时间。,38595,6,3,0
万花,花间游,8,定式黑白,施展“玉石俱焚”命中目标后会在目标10尺范围内随机落下一枚黑子/白子，棋子持续8秒。“玉石俱焚”每吞噬一个持续伤害则会延迟额外生成一个棋子。10尺内两枚异色子互相引爆，对10尺范围内最多5个目标造成<SUB 26696 1>混元内功伤害。,5751,7,3,0
万花,花间游,8,轻鸿,“太阴指”变为2层充能技能，充能时间17秒，但无法被“春泥护花”重置调息时间。,18268,8,3,0
万花,花间游,8,活络,“水月无间”变为两层充能招式，充能时间50秒。“水月无间”免控效果期间，使自身免疫缴械和无法运功效果的影响，且运功不会被打断。,37065,9,3,0
万花,花间游,8,秋毫,“清心静气”对自身效果提升至10%最大气血值。调息时间增加至30秒，施展后为友方目标添加7层“毫针”效果。,17565,10,3,0
万花,花间游,8,春寒,每次施展“玉石俱焚”时，降低“乱洒青荷”调息时间5秒。,42167,11,3,0
万花,花间游,8,渲青,“青荷”效果将强化下两个招式，强化招式命中时重置“玉石俱焚”调息时间，但附带的“兰摧玉折”“钟林毓秀”伤害加成降低至10%。,40800,12,3,0
万花,花间游,9,清风垂露,"为友方目标卸除阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果、持续伤害不利效果各一个。“离经易道”心法下返还5秒调息时间。<TALENT 3789 1 施展后,为目标额外卸除一个持续伤害的不利效果>",133,1,3,0
万花,花间游,9,厥阴指,若目标正在运功则进行打断并造成<SUB 144 0>混元性内功伤害，并使其<BUFF 585 1 desc>，持续<BUFF 585 1 time>，使自身招式伤害提高15%，持续8秒。“离经易道”心法下返还10秒调息时间。,183,2,3,0
万花,花间游,9,如馥,自身拥有的“春泥护花”最后一层被击破时，根据击破者运转的心法内功类型，使自身受到该类型的伤害额外降低15%，自身混元内功伤害提升7%，持续10秒。,34573,3,3,0
万花,花间游,9,墨海临源,战斗中每施展5次“阳明指”“玉石俱焚”“快雪时晴”可激活1层施展次数，最多可累计3层。施展后恢复20墨意，对目标造成<NounID 13>混元伤害，该伤害对非侠士目标提高150%，并附带一段破招伤害。,37267,4,3,0
万花,花间游,9,空山,“听风吹雪”可以对敌方侠士施展，运功1秒，将自身与敌方侠士当前气血值百分比互换，互换后目标气血值不会低于50%，调息时间1分钟。,24914,5,3,0
万花,花间游,9,连劫,甩出4颗棋子将目标围困，造成6秒“提子”效果，期间目标造成的伤害及治疗效果降低80%。“玉石俱焚”命中时可以降低“连劫”5秒调息时间。,38595,6,3,0
万花,花间游,9,定式黑白,施展“玉石俱焚”命中目标后会在目标10尺范围内随机落下一枚黑子/白子，棋子持续8秒。“玉石俱焚”每吞噬一个持续伤害则会延迟额外生成一个棋子。10尺内两枚异色子互相引爆，对10尺范围内最多5个目标造成<SUB 26696 1>混元内功伤害。,5751,7,3,0
万花,花间游,9,轻鸿,“太阴指”变为2层充能技能，充能时间17秒，但无法被“春泥护花”重置调息时间。,18268,8,3,0
万花,花间游,9,活络,“水月无间”变为两层充能招式，充能时间50秒。“水月无间”免控效果期间，使自身免疫缴械和无法运功效果的影响，且运功不会被打断。,37065,9,3,0
万花,花间游,9,秋毫,“清心静气”对自身效果提升至10%最大气血值。调息时间增加至30秒，施展后为友方目标添加7层“毫针”效果。,17565,10,3,0
万花,花间游,9,春寒,每次施展“玉石俱焚”时，降低“乱洒青荷”调息时间5秒。,42167,11,3,0
万花,花间游,9,渲青,“青荷”效果将强化下两个招式，强化招式命中时重置“玉石俱焚”调息时间，但附带的“兰摧玉折”“钟林毓秀”伤害加成降低至10%。,40800,12,3,0
万花,花间游,10,清风垂露,"为友方目标卸除阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果、持续伤害不利效果各一个。“离经易道”心法下返还5秒调息时间。<TALENT 3789 1 施展后,为目标额外卸除一个持续伤害的不利效果>",133,1,3,0
万花,花间游,10,厥阴指,若目标正在运功则进行打断并造成<SUB 144 0>混元性内功伤害，并使其<BUFF 585 1 desc>，持续<BUFF 585 1 time>，使自身招式伤害提高15%，持续8秒。“离经易道”心法下返还10秒调息时间。,183,2,3,0
万花,花间游,10,如馥,自身拥有的“春泥护花”最后一层被击破时，根据击破者运转的心法内功类型，使自身受到该类型的伤害额外降低15%，自身混元内功伤害提升7%，持续10秒。,34573,3,3,0
万花,花间游,10,墨海临源,战斗中每施展5次“阳明指”“玉石俱焚”“快雪时晴”可激活1层施展次数，最多可累计3层。施展后恢复20墨意，对目标造成<NounID 13>混元伤害，该伤害对非侠士目标提高150%，并附带一段破招伤害。,37267,4,3,0
万花,花间游,10,空山,“听风吹雪”可以对敌方侠士施展，运功1秒，将自身与敌方侠士当前气血值百分比互换，互换后目标气血值不会低于50%，调息时间1分钟。,24914,5,3,0
万花,花间游,10,连劫,甩出4颗棋子将目标围困，造成6秒“提子”效果，期间目标造成的伤害及治疗效果降低80%。“玉石俱焚”命中时可以降低“连劫”5秒调息时间。,38595,6,3,0
万花,花间游,10,定式黑白,施展“玉石俱焚”命中目标后会在目标10尺范围内随机落下一枚黑子/白子，棋子持续8秒。“玉石俱焚”每吞噬一个持续伤害则会延迟额外生成一个棋子。10尺内两枚异色子互相引爆，对10尺范围内最多5个目标造成<SUB 26696 1>混元内功伤害。,5751,7,3,0
万花,花间游,10,轻鸿,“太阴指”变为2层充能技能，充能时间17秒，但无法被“春泥护花”重置调息时间。,18268,8,3,0
万花,花间游,10,活络,“水月无间”变为两层充能招式，充能时间50秒。“水月无间”免控效果期间，使自身免疫缴械和无法运功效果的影响，且运功不会被打断。,37065,9,3,0
万花,花间游,10,秋毫,“清心静气”对自身效果提升至10%最大气血值。调息时间增加至30秒，施展后为友方目标添加7层“毫针”效果。,17565,10,3,0
万花,花间游,10,春寒,每次施展“玉石俱焚”时，降低“乱洒青荷”调息时间5秒。,42167,11,3,0
万花,花间游,10,渲青,“青荷”效果将强化下两个招式，强化招式命中时重置“玉石俱焚”调息时间，但附带的“兰摧玉折”“钟林毓秀”伤害加成降低至10%。,40800,12,3,0
少林,易筋经,1,业因,“二业依缘”调息时间调整为60秒。切换“袈裟”状态后，下一次施展“守缺式”“横扫六合”无调息，施展后重置“二业依缘”调息时间，并记录为“业因”。切换“伏魔”时将“业因”转化为4层“果报”。每次施展“韦陀献杵”“拿云式”时消耗一层“果报”并且额外回复一点禅那，“业因”为“守缺式”则招式对非侠士目标造成额外无质伤害，“业因”为“横扫六合”时招式对非侠士目标造成范围无质伤害。,32651,1,1,1
少林,易筋经,1,无诤,“横扫六合”调息时间增加至17秒。施展“横扫六合”后重置“守缺式”调息时间，下次“守缺式”释放距离提高至15尺并附带冲刺效果，期间使棍子围绕自身旋转，持续9秒。期间对周围四尺最多5个目标每秒造成<SUB 28542 0>阳性内功伤害，并附带阳性内功持续伤害，无法使用武器，施展“守缺式”后激活“拿云式”。可施展二段招式结束无法使用武器状态。,32649,2,1,2
少林,易筋经,1,醍醐灌顶,回复1点“禅那”，免疫控制效果2秒，降低自身“擒龙诀”20%调息时间。自身和禅灵都挥棍对自身前方12尺范围最多5个目标造成<SUB 24888 0>阳性内功伤害，伤害命中目标使其眩晕2秒并降低自身“千斤坠”3秒调息时间。该招式视为罗汉棍法套路招式。,24819,3,1,3
少林,易筋经,1,藏识众境,对目标点6尺范围内最多5个目标造成<SUB 43592 1>阳性内功伤害并拉到身前，并激活二段招式<NounID 110>，激活<NounID 110>后6秒内可通过消耗三点禅那获得<NounID 111>效果。,42405,4,1,4
少林,易筋经,2,明法,“普渡四方”可叠加的“普渡”效果提高到3层。“韦陀献杵”使目标获得“普渡”效果。,6589,1,2,0
少林,易筋经,2,妙法,“千斤坠”变为2层充能，施展回复自身10%最大气血值且解除自身锁足、减速效果。,6595,2,2,0
少林,易筋经,2,挂碍,“拿云式”命中侠士目标后，在目标周围6尺造成范围伤害，并返还“守缺式”调息时间3秒。,37369,3,2,0
少林,易筋经,2,抢珠式,打断目标运功，使其<BUFF 445 4 desc>，持续<BUFF 445 4 time>。,240,4,2,0
少林,易筋经,3,三生,每点禅那增加自身10%无双等级，最多增加30%。,6586,1,2,0
少林,易筋经,3,承缘,切换“伏魔”状态后，下三次消耗3点禅那施展“拿云式”或“韦陀献杵”伤害提高20%，并返还全部消耗。,42406,2,2,0
少林,易筋经,3,静色,“捉影式”变为2层充能技能，23秒充能时间。战斗状态下“捉影式”处于调息状态，4秒内未施展任何伤害招式，则使“捉影式”调息时间降低5秒。,14758,3,2,0
少林,易筋经,3,善心,施展“韦陀献杵”“拿云式”命中附带自身“横扫六合”持续伤害目标时能使下三次持续伤害立即生效。,5912,4,2,0
少林,易筋经,4,金刚怒目,施展“罗汉金身”使自身内功基础攻击提高20%，效果期间造成伤害无视目标60%内功防御。,17730,1,2,0
少林,易筋经,4,系珠,“擒龙诀”充能时间25秒，其增益效果持续12秒，效果期间提高自身阳性会心几率10%。,14750,2,2,0
少林,易筋经,4,威服,“大狮子吼”释放后留下一只金刚狮子在原地释放吼叫，每2秒对附近8尺最多5个目标造成<SUB 38622 0>阳性内功伤害，持续6秒。,38621,3,2,0
少林,易筋经,4,狮啸,“大狮子吼”不再附带控制效果，生成一个半径10尺的阵法，使自身当前气血及气血最大值提高150%，阵法内的队友受到的伤害的99%传递给自身，期间可施展二段招式结束阵法。少林自身不可移动，调息时间50秒。,18623,4,2,0
少林,易筋经,5,众嗔,施展“守缺式”、“韦陀献杵”、“拿云式”命中“横扫六合”持续伤害的目标伤害提高30%。,6596,1,2,0
少林,易筋经,5,法身,“守缺式”、“拿云式”造成伤害时，依据和目标侠士的体质差值造成额外伤害、回复自身气血值。,37371,2,2,0
少林,易筋经,5,善护,当气血值低于70%时被攻击则获得“善护”气劲，使自身受到伤害降低20%，持续5秒。,5909,3,2,0
少林,易筋经,5,无色,“无相诀”调息时间降低15秒，不再附带减伤效果，反弹受到的70%伤害，效果不会被卸除，持续10秒。,5934,4,2,0
少林,易筋经,6,净果,“拿云式”命中血量低于30%的目标伤害提高15%。施展内功伤害招式有30%几率获得“拿云”效果：使自身无视目标气血百分比可立刻施展“拿云式”，最多可叠加3层。,6590,1,2,0
少林,易筋经,6,轮回诀,重伤倒地后方可施展，救治自身并使自身恢复30%(<SKILLEx {D0} {MaxLife 0.3}>点)气血值最大值与30%(<SKILLEx {D0} {MaxMana 0.3}>点)内力最大值，重伤起身后4秒内受到的伤害降低80%。<TALENT 5907 1 重置“达摩武诀”套路下其他招式的调息时间><TALENT 5908 1 重伤起身后小队成员的基础气血上限提高10%，持续10秒，并回复10%的气血>,259,2,2,0
少林,易筋经,6,无执,战斗中无法使用武器、无法运功效果期间自身移动速度提高20%且免疫减速，“龙爪功”套路招式公共调息时间降低至1秒。,32647,3,2,0
少林,易筋经,6,正念,“擒龙诀”期间获得“正念”效果：不受减速效果影响。“罗汉棍法”距离增加2尺且伤害提高40%，“捉影式”首次施展无调息。,38623,4,2,0
少林,易筋经,7,金刚日轮,在“金刚日轮阵”中，施展“龙爪功”套路伤害招式附带一次伤害。“千斤坠”落地时可以将自身“金刚日轮阵”移动到自身位置。,32648,1,2,0
少林,易筋经,7,缘觉,消耗三点禅那施展“拿云式”，施展距离提高至15尺并附带冲刺效果，造成伤害提高60%。,21703,2,2,0
少林,易筋经,7,明澈,施展“擒龙诀”，自身“禅意”将守护自身，“禅意”会每1秒对10尺范围的一个目标造成<SUB 21700 0>阳性内功伤害，并会优先以攻击自身的目标作为对象。且当“禅意”和自身攻击同一个对象时，“禅意”的该次攻击会变成4尺范围的伤害和减速效果。“禅意”持续10秒。,21697,3,2,0
少林,易筋经,7,五识,“罗汉金身”反弹效果提高50%，效果期间受到伤害有20%几率使自身回复5%气血最大值。,14752,4,2,0
